0 0 0.0071452 -1.40079
0 1 0.00730575 -1.67202
0 2 0.00718466 -1.38869
0 3 0.00710612 -1.41275
0 4 0.00718466 -1.52374
0 5 0.00718466 -1.54625
0 6 0.00718466 -1.34368
0 7 0.0071452 -1.41198
0 8 0.00718466 -1.43371
0 9 0.00726494 -1.65997
0 10 0.0070675 -1.23638
0 11 0.0071452 -1.57986
0 12 0.0070675 -1.33602
0 13 0.00718466 -1.51249
0 14 0.00718466 -1.4112
0 15 0.00710612 -1.55745
0 16 0.00710612 -1.42388
0 17 0.00718466 -1.56876
0 18 0.0070675 -1.3803
0 19 0.00718466 -1.60252
0 20 0.00710612 -1.37935
0 21 0.0071452 -1.43437
0 22 0.0070675 -1.23638
0 23 0.0071452 -1.44555
0 24 0.0071452 -1.36721
0 25 0.00726494 -1.45514
0 26 0.00710612 -1.36823
0 27 0.0071452 -1.40079
0 28 0.00710612 -1.30144
0 29 0.00726494 -1.54618
0 30 0.0071452 -1.45674
0 31 0.0070675 -1.40244
0 32 0.00699148 -1.23979
0 33 0.00718466 -1.32117
0 34 0.00710612 -1.34596
0 35 0.00718466 -1.37743
0 36 0.00699148 -1.13027
0 37 0.00730575 -1.39737
0 38 0.0070675 -1.30281
0 39 0.00718466 -1.50123
0 40 0.00702933 -1.37022
0 41 0.00726494 -1.54618
0 42 0.0070675 -1.26959
0 43 0.0071452 -1.33363
0 44 0.00710612 -1.55745
0 45 0.0071452 -1.17694
0 46 0.00702933 -1.42528
0 47 0.00718466 -1.34368
0 48 0.00702933 -1.41427
0 49 0.00726494 -1.421
0 50 0.00695415 -1.25235
0 51 0.00730575 -1.37448
0 52 0.00702933 -1.37022
0 53 0.00726494 -1.35272
0 54 0.00702933 -1.31517
0 55 0.00722457 -1.3991
0 56 0.00699148 -1.3274
0 57 0.00726494 -1.34134
0 58 0.00699148 -1.27264
0 59 0.00730575 -1.52325
0 60 0.00710612 -1.40162
0 61 0.00718466 -1.32117
0 62 0.00702933 -1.38123
0 63 0.00718466 -1.32117
0 64 0.0070675 -1.35816
0 65 0.0071452 -1.43437
0 66 0.00699148 -1.17408
0 67 0.00702933 -1.31517
0 68 0.00710612 -1.2903
0 69 0.00702933 -1.30416
0 70 0.00710612 -1.37935
0 71 0.00699148 -1.18502
0 72 0.00702933 -1.33719
0 73 0.00702933 -1.37022
0 74 0.00710612 -1.42388
0 75 0.00710612 -1.57971
0 76 0.00702933 -1.30416
0 77 0.0070675 -1.44672
0 78 0.00702933 -1.35921
0 79 0.0071452 -1.63582
0 80 0.00702933 -1.35921
0 81 0.00738874 -1.44189
0 82 0.0070675 -1.3803
0 83 0.00718466 -1.4112
0 84 0.00699148 -1.30549
0 85 0.00710612 -1.36823
0 86 0.00695415 -1.09985
0 87 0.0071452 -1.45674
0 88 0.00702933 -1.29314
0 89 0.0071452 -1.54629
0 90 0.00710612 -1.37935
0 91 0.0071452 -1.40079
0 92 0.00699148 -1.43692
0 93 0.00722457 -1.58016
0 94 0.00695415 -1.20878
0 95 -1 0
0 96 0.00699148 -1.31645
0 97 0.00722457 -1.68201
0 98 0.00695415 -1.24146
0 99 0.00710612 -1.56859
0 100 0.00691715 -1.25396
0 101 0.00702933 -1.50235
0 102 0.00691715 -1.18894
0 103 0.0070675 -1.49101
0 104 0.00695415 -1.38307
0 105 0.0071452 -1.53509
0 106 0.00691715 -1.24312
0 107 0.00710612 -1.53519
0 108 0.00688053 -1.18009
0 109 0.00710612 -1.5018
0 110 0.00695415 -1.38307
0 111 0.0071452 -1.55748
0 112 0.00688053 -1.23398
0 113 0.0071452 -1.46794
0 114 0.00691715 -1.34063
0 115 0.0070675 -1.39137
0 116 0.00695415 -1.36128
0 117 0.0070675 -1.42458
0 118 0.0070675 -1.34709
0 119 0.00722457 -1.6028
0 120 0.0068443 -1.19277
0 121 0.0071452 -1.43437
0 122 0.00691715 -1.21061
0 123 0.00710612 -1.49066
0 124 0.00699148 -1.38216
0 125 0.0071452 -1.50151
0 126 0.00695415 -1.20878
0 127 -1 0
